"","osm_id","name","addr:city","addr:street","amenity","description","designation","operator","short_name","townhall:type","geometry"
"6816338872","6816338872",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.532274, 8.9789646)
"6816338873","6816338873",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5322924, 8.9789112)
"6816338874","6816338874",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5324464, 8.9789606)
"6816338875","6816338875",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5324009, 8.9789364)
"6816338876","6816338876",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5323526, 8.9789381)
"6816338877","6816338877",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5325694, 8.9786321)
"6816338878","6816338878",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5324674, 8.9787406)
"6816338879","6816338879",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5324218, 8.9787115)
"6816338880","6816338880",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5324468, 8.9786713)
"6816338881","6816338881",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5324663, 8.9785749)
"6816338882","6816338882",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.532421, 8.9786552)
"6816338883","6816338883",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5325899, 8.9784658)
"6816338884","6816338884",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5325116, 8.978416)
"6816385485","6816385485",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5324595, 8.9785082)
"6816385486","6816385486",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5325346, 8.978553)
"6816385487","6816385487",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5327357, 8.9787187)
"6816385488","6816385488",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5327906, 8.9787485)
"6816385489","6816385489",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.532747, 8.9788268)
"6816385490","6816385490",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5326929, 8.9787975)
"6816385491","6816385491",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5326656, 8.9788467)
"6816385492","6816385492",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5325869, 8.978804)
"6816385493","6816385493",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.532614, 8.9787552)
"6816385494","6816385494",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5325616, 8.9787267)
"6816385495","6816385495",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5326056, 8.9786475)
"6816385496","6816385496",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5326517, 8.9786725)
"6816385497","6816385497",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5326811, 8.9786196)
"6816385498","6816385498",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.5327654, 8.9786654)
"6841153526","6841153526",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0338067, 9.9924169)
"6841153527","6841153527",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0338235, 9.9923054)
"6841153528","6841153528",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0338041, 9.9923037)
"6841153529","6841153529",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0338156, 9.9922287)
"6841153530","6841153530",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0337368, 9.9922174)
"6841153531","6841153531",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.033743, 9.9921808)
"6841153532","6841153532",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0336121, 9.9921555)
"6841153533","6841153533",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.033605, 9.9921904)
"6841153534","6841153534",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0336961, 9.9922104)
"6841153535","6841153535",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0336917, 9.99224)
"6841153536","6841153536",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0335961, 9.9922217)
"6841153537","6841153537",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0335484, 9.992423)
"6841153538","6841153538",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0335147, 9.9923577)
"6841153539","6841153539",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0334714, 9.9923821)
"6841153540","6841153540",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0334457, 9.9923429)
"6841153541","6841153541",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0334015, 9.9923699)
"6841153542","6841153542",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0333661, 9.9923193)
"6841153543","6841153543",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0332697, 9.9923908)
"6841153544","6841153544",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0333325, 9.9924579)
"6841153545","6841153545",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0333537, 9.9924396)
"6841153546","6841153546",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.03339, 9.9924901)
"6841153547","6841153547",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0334139, 9.9924675)
"6841153548","6841153548",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0334395, 9.9925049)
"6841153549","6841153549",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0335156, 9.9924936)
"6841153550","6841153550",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0335066, 9.9925323)
"6841153551","6841153551",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0336114, 9.9925545)
"6841153552","6841153552",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0336183, 9.992525)
"6841153553","6841153553",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0336422, 9.9925293)
"6841153554","6841153554",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0336412, 9.9925427)
"6841153555","6841153555",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0337068, 9.9925222)
"6841153556","6841153556",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0337209, 9.9924082)
"6841153557","6841153557",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0334922, 9.9920243)
"6841153558","6841153558",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0335503, 9.9922353)
"6841153559","6841153559",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.033337, 9.9922923)
"6841153560","6841153560",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0333153, 9.9922136)
"6841153561","6841153561",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0332895, 9.9922205)
"6841153562","6841153562",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0332637, 9.9921268)
"6841153563","6841153563",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0334419, 9.9920792)
"6841153564","6841153564",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0334313, 9.9920406)
"6841153565","6841153565",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0332905, 9.9923702)
"6841153566","6841153566",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0332282, 9.9921712)
"6841153567","6841153567",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0331438, 9.9921968)
"6841153568","6841153568",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0331869, 9.9923344)
"6841153569","6841153569",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0331601, 9.9923425)
"6841153570","6841153570",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.0331793, 9.9924039)
"7027043428","7027043428",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3045848, 9.2311547)
"7027043429","7027043429",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3045315, 9.2310342)
"7027043430","7027043430",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3044097, 9.2310867)
"7027043431","7027043431",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3043841, 9.2310567)
"7027043432","7027043432",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3043492, 9.2310739)
"7027043433","7027043433",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3044073, 9.231189)
"7027043434","7027043434",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3043626, 9.231211)
"7027043435","7027043435",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.304379, 9.2312436)
"7027043436","7027043436",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3044214, 9.2312227)
"7027043437","7027043437",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3044354, 9.2312388)
"7027043438","7027043438",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3044724, 9.2312229)
"7027043439","7027043439",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3044843, 9.2312498)
"7027043440","7027043440",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3044012, 9.2312856)
"7027043441","7027043441",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3044113, 9.2313087)
"7027043442","7027043442",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.304519, 9.2312624)
"7027043443","7027043443",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3044895, 9.2311958)
"7028987072","7028987072",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1599876, 10.0372416)
"7028987073","7028987073",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1600483, 10.037402)
"7028987074","7028987074",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1599689, 10.0374817)
"7028987075","7028987075",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1598914, 10.0372778)
"7231224231","7231224231",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.8656363, 9.8391694)
"7231224232","7231224232",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.8658112, 9.8391867)
"7231224233","7231224233",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.8657964, 9.8394587)
"7231224234","7231224234",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.8657469, 9.8394578)
"7231224235","7231224235",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.8658098, 9.8393272)
"7231224236","7231224236",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.8657607, 9.8393223)
"7367261092","7367261092",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3357216, 9.1728163)
"7367261093","7367261093",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3357749, 9.1728199)
"7367261094","7367261094",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3355374, 9.1727321)
"7367261095","7367261095",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3354868, 9.1728097)
"7367261096","7367261096",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3356627, 9.1728308)
"7367261097","7367261097",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3357654, 9.1729027)
"7367261098","7367261098",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.3356548, 9.1728912)
"8419071231","8419071231","Asociación de Desarrollo Integral de la Reserva Indígena Cabécar de Talamanca","Bratsi","Calle Gavilán Canta","townhall",NA,NA,NA,"ADITICA",NA,c(-82.9799915, 9.5909651)
"8426941932","8426941932","Asociación de Desarrollo Integral de la Reserva Indígena de Zapatón","Chires","Calle Zapatón","townhall",NA,NA,NA,NA,"city",c(-84.334467, 9.6831909)
"8427222825","8427222825","Asociación de Desarrollo Integral de la Reserva Indígena Guaymí de Conte Burica","Pavón","Calle Alto Conte","townhall",NA,NA,NA,NA,"city",c(-83.0544269, 8.373874)
"8429386120","8429386120","Asociación de Desarrollo Integral de la Reserva Indígena Guaymí de Coto Brus","Limoncito",NA,"townhall",NA,NA,NA,NA,NA,c(-83.0725622, 8.8397295)
"8429490076","8429490076","Asociación de Desarrollo Integral de la Reserva Indígena Bribri de Cabagra","Potrero Grande",NA,"townhall",NA,NA,NA,NA,"city",c(-83.1928483, 9.1332574)
"8429490081","8429490081","Asociación de Desarrollo Integral de la Reserva Indígena Bribri de Salitre","Buenos Aires",NA,"townhall",NA,NA,NA,NA,"city",c(-83.3033076, 9.191128)
"8430129926","8430129926","Asociación de Desarrollo Integral de la Reserva Indígena Cabécar Nairi Awari","Pacuarito",NA,"townhall","En Proceso de verificación",NA,NA,NA,NA,c(-83.5374764, 9.9834405)
"8430225848","8430225848","Asociación de Desarrollo Integral de la Reserva Indígena Brunca de Curré","Boruca","Carretera Interamericana Sur","townhall",NA,NA,NA,NA,NA,c(-83.265782, 8.980779)
"8430329223","8430329223","Asociación de Desarrollo Integral de la Reserva Indígena Teribe de Térraba","Potrero Grande",NA,"townhall",NA,NA,NA,NA,"city",c(-83.2903939, 9.0683475)
"8430330804","8430330804","Asociación de Desarrollo Integral de la Reserva Indígena Brunca de Boruca","Boruca",NA,"townhall",NA,NA,NA,NA,"city",c(-83.3257406, 9.0001049)
"8432447103","8432447103","Asociación de Desarrollo Integral de la Reserva Indígena Cabécar de Bajo Chirripó","Chirripó",NA,"townhall",NA,NA,NA,NA,"city",c(-83.3323744, 9.9790957)
"8432881339","8432881339","Asociación de Desarrollo Integral de la Reserva Indígena Cabécar de Chirripó","Chirripó",NA,"townhall",NA,NA,NA,NA,NA,c(-83.4079117, 9.7819742)
"8433329557","8433329557","Asociación de Desarrollo Integral de la Reserva Indígena Cabécar de Tayní","Valle La Estrella",NA,"townhall",NA,NA,NA,NA,NA,c(-83.069398, 9.7246553)
"8433574946","8433574946","Asociación de Desarrollo Integral de la Reserva Indígena Cabécar de Telire","Telire",NA,"townhall",NA,NA,NA,NA,"city",c(-83.3124549, 9.5552668)
"8433657843","8433657843","Asociación de Desarrollo Integral de la Reserva Indígena Bribri de Talamanca","Bratsi",NA,"townhall",NA,NA,NA,NA,"city",c(-82.9304684, 9.5674534)
"8433845976","8433845976","Asociación de Desarrollo Integral de la Reserva Indígena Bribri de Keköldi","Cahuita","Calle Këköldi","townhall",NA,NA,NA,NA,"city",c(-82.7689494, 9.6173666)
"8495342033","8495342033",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2452347, 10.0767645)
"8495342034","8495342034",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2452479, 10.0768022)
"8521100866","8521100866",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.0980512, 9.9948158)
"8562225669","8562225669",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2427356, 9.9161963)
"8562225670","8562225670",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2427218, 9.9160147)
"8562225671","8562225671",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2423571, 9.9160417)
"8562225672","8562225672",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2423789, 9.9163278)
"8562225673","8562225673",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2424508, 9.9163225)
"8562225674","8562225674",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2424479, 9.9162841)
"8562225675","8562225675",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2424673, 9.9162827)
"8562225676","8562225676",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2424623, 9.9162165)
"8631952216","8631952216",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1852035, 9.9793137)
"8639151242","8639151242",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2101692, 10.0171776)
"8690817054","8690817054",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.4334178, 10.0565005)
"8690817055","8690817055",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.4335399, 10.0566249)
"8691965818","8691965818",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.4336052, 10.0566884)
"8719763464","8719763464",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.3782318, 10.0977409)
"8732971591","8732971591",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1522028, 10.0028175)
"8732971598","8732971598",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1522089, 10.0027761)
"8768847745","8768847745","Municipalidad de Pococí - Oficina Cariari","Cariari","Vía 247","townhall",NA,NA,NA,NA,NA,c(-83.7334381, 10.3593094)
"8789669455","8789669455","Municipalidad de Nicoya - Oficina Nosara","Nosara",NA,"townhall",NA,NA,NA,NA,"city",c(-85.6600536, 9.9710071)
"8810110659","8810110659",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.2451195, 10.0768679)
"8925887038","8925887038",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1856124, 9.9799057)
"8925887039","8925887039",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1855943, 9.9798137)
"8925887040","8925887040",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1854269, 9.9798431)
"8925887041","8925887041",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1854425, 9.9799351)
"9153713826","9153713826",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.4411746, 9.9083183)
"9153713827","9153713827",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.4411742, 9.9082993)
"9220328893","9220328893",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.0566259, 9.9452941)
"9220328894","9220328894",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.0567143, 9.9452459)
"9220328895","9220328895",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.0567942, 9.9453821)
"9220328914","9220328914",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.0562413, 9.9456795)
"9220362717","9220362717",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.056332, 9.9455057)
"9220362718","9220362718",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.0562816, 9.9455326)
"9220362719","9220362719",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.0562663, 9.9455049)
"9220362720","9220362720",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.0563167, 9.9454779)
"9445145831","9445145831",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1812617, 9.933364)
"9445145832","9445145832",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1812547, 9.9334542)
"9546240268","9546240268",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.5786108, 10.3800149)
"9546240269","9546240269",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.5784247, 10.3800115)
"9546240270","9546240270",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.5782646, 10.379714)
"9546240271","9546240271",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.5785817, 10.3797319)
"9550965211","9550965211",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.8237738, 10.3179386)
"9649637765","9649637765",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.0476343, 9.9606952)
"9649637766","9649637766",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.0474093, 9.9606723)
"9690952171","9690952171",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1245285, 10.0204436)
"9690984268","9690984268",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1250159, 10.0205475)
"9690984269","9690984269",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1249571, 10.0205475)
"9770796357","9770796357",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.970104, 8.8199199)
"9770796358","9770796358",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9700888, 8.8199349)
"9770796359","9770796359",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9700653, 8.819911)
"9770796360","9770796360",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9700356, 8.8199479)
"9770796361","9770796361",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9700556, 8.8199642)
"9770796362","9770796362",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9700411, 8.81998)
"9770796363","9770796363",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9701199, 8.8200571)
"9770796364","9770796364",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9701447, 8.8200653)
"9770796365","9770796365",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9701779, 8.820066)
"9770796366","9770796366",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9703755, 8.8200346)
"9770796367","9770796367",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9703645, 8.8199533)
"9770796368","9770796368",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9701682, 8.8199861)
"9770796369","9770796369",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9703852, 8.8199397)
"9770796370","9770796370",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9702546, 8.8199554)
"9770796371","9770796371",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.970189, 8.8198195)
"9770796372","9770796372",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9701496, 8.8198434)
"9770796373","9770796373",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9701897, 8.8197198)
"9770796374","9770796374",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9702256, 8.8196815)
"9770796375","9770796375",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9702463, 8.8196815)
"9770796376","9770796376",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9702857, 8.8197198)
"9770796377","9770796377",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.970247, 8.8197492)
"9770796378","9770796378",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9702449, 8.819769)
"9770796379","9770796379",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9702753, 8.8197751)
"9770796380","9770796380",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9702698, 8.8198222)
"9770796381","9770796381",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9702318, 8.8198229)
"9770796382","9770796382",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.970256, 8.8198796)
"9770796383","9770796383",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9702878, 8.8198734)
"9770796384","9770796384",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9702988, 8.8198372)
"9770796385","9770796385",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9702795, 8.8198051)
"9770796386","9770796386",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9702836, 8.8197737)
"9770796387","9770796387",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9703147, 8.8197471)
"9770796388","9770796388",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9703258, 8.8197669)
"9770796389","9770796389",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9703548, 8.8197464)
"9770796390","9770796390",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9703838, 8.8197908)
"9770796391","9770796391",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9703617, 8.8198079)
"9770796392","9770796392",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9703914, 8.8198523)
"9770796393","9770796393",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9703707, 8.8199021)
"9770796394","9770796394",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9703983, 8.8199076)
"9770796395","9770796395",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9704018, 8.8199281)
"9770796396","9770796396",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9700881, 8.819885)
"9770796397","9770796397",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9701316, 8.8198304)
"9770796398","9770796398",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9700736, 8.8197785)
"9770796399","9770796399",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-82.9700293, 8.8198318)
"9884156113","9884156113",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1597063, 10.0376205)
"9884156114","9884156114",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.1597615, 10.0376033)
"9885820704","9885820704",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.2893738, 10.0766919)
"9885820705","9885820705",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.2894817, 10.0764719)
"9885820706","9885820706",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.2893617, 10.0764136)
"9885820707","9885820707",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.2892528, 10.0766393)
"9894275425","9894275425",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.361857, 9.5294244)
"9894275426","9894275426",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.3618992, 9.5294365)
"9894275427","9894275427",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.3621153, 9.5290953)
"9894275428","9894275428",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.3622962, 9.5292115)
"9894275435","9894275435",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.3620206, 9.5295703)
"10238155597","10238155597",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.9577359, 10.2814716)
"10238155598","10238155598",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.9578989, 10.2815765)
"10239183914","10239183914",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.9577178, 10.2815144)
"10239183915","10239183915",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-84.957866, 10.2816218)
"10281553723","10281553723",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.7889889, 10.2030835)
"10281553724","10281553724",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.7889934, 10.203053)
"10549633895","10549633895",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.9804108, 9.9090595)
"10549633896","10549633896",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.9806692, 9.9079765)
"10549633897","10549633897",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.9804117, 9.9080082)
"10549633898","10549633898",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.9799968, 9.9078431)
"10549633899","10549633899",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.9797773, 9.9079696)
"10549633900","10549633900",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.9795532, 9.9082295)
"10549633901","10549633901",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.9794598, 9.908356)
"10549633902","10549633902",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.9793547, 9.9086298)
"10549633903","10549633903",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.9793179, 9.9087738)
"10549633904","10549633904",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.9802062, 9.9090039)
"10930806706","10930806706",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.9697434, 9.6531719)
"10930806707","10930806707",NA,NA,NA,NA,NA,NA,NA,NA,NA,c(-83.9697162, 9.6534984)
